"","Category","Diff_Level","correct_gpt35","correct_gpt4","gpt.3.5.turbo_calc_time_s","gpt.3.5.turbo_calc_time_micro_s","question_length","X0","X1"
"457","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,16,41179,308,47.02852,27.931602
"458","Neuromuscular","Difficult
(4th quartile)",FALSE,TRUE,20,724794,469,39.546402,-20.072123
"459","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,6,977005,884,59.02459,13.052302
"460","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,26,26846,91,-18.123825,45.872925
"461","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,870949,198,-3.4259927,-59.403553
"462","Neuromuscular","Advanced
(3rd quartile)",FALSE,FALSE,7,505385,82,-44.14623,30.638811
"463","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,8,324999,269,-23.385042,42.067547
"464","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,13,321039,477,-3.6869633,30.059555
"465","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,6,974963,430,26.433142,-53.889385
"466","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,12,500324,153,20.702496,15.923371
"467","Neuromuscular","Advanced
(3rd quartile)",TRUE,TRUE,39,95161,997,76.00588,2.314062
"468","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,6,51003,66,-16.917326,48.89577
"469","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,12,758997,646,68.2107,5.1269894
"470","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,8,558000,348,53.86181,0.8887087
"471","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,8,583339,1222,60.86628,24.57802
"472","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,13,854485,439,4.0883865,-29.231323
"473","Neuromuscular","Advanced
(3rd quartile)",FALSE,TRUE,13,193944,359,49.251118,25.323975
"474","Neuromuscular","Intermediate
(2nd quartile)",TRUE,FALSE,8,793001,900,24.62033,-54.792027
"475","Neuromuscular","Difficult
(4th quartile)",FALSE,TRUE,7,813034,859,48.87926,26.839512
"476","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,9,997143,881,63.7729,31.495905
"477","Neuromuscular","Intermediate
(2nd quartile)",TRUE,FALSE,16,778133,1488,46.212143,17.480833
"478","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,10,832141,563,74.68283,1.6659133
"479","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,4,230415,97,-18.198763,40.16307
"480","Neuromuscular","Difficult
(4th quartile)",FALSE,TRUE,8,219000,1933,25.320349,14.867291
"481","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,8,512004,414,63.65278,19.931927
"482","Neuromuscular","Difficult
(4th quartile)",FALSE,TRUE,6,337999,299,70.52946,21.181948
"483","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,14,900608,685,2.47775,-15.01006
"484","Neuromuscular","Difficult
(4th quartile)",TRUE,TRUE,17,213995,217,1.767071,21.927986
"485","Neuromuscular","Difficult
(4th quartile)",TRUE,TRUE,14,397002,605,67.17971,5.166116
"486","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,7,136003,375,-20.32663,-6.879157
"487","Neuromuscular","Advanced
(3rd quartile)",TRUE,TRUE,8,22996,61,-19.150156,43.706886
"488","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,12,94493,616,-5.0737863,-41.38956
"489","Neuromuscular","Difficult
(4th quartile)",FALSE,TRUE,10,763036,473,31.60463,-8.08572
"490","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,3,872958,63,-57.648716,54.59034
"491","Neuromuscular","Difficult
(4th quartile)",TRUE,TRUE,13,655996,400,26.536673,10.507799
"492","Neuromuscular","Advanced
(3rd quartile)",TRUE,TRUE,6,658998,197,38.260998,-3.038191
"493","Neuromuscular","Difficult
(4th quartile)",FALSE,FALSE,8,143002,137,25.822845,16.720493
"494","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,575965,647,-17.680836,-29.505785
"495","Neuromuscular","Advanced
(3rd quartile)",TRUE,TRUE,7,934998,107,-23.259602,43.638016
"496","Neuromuscular","Intermediate
(2nd quartile)",TRUE,TRUE,6,974036,1003,71.94947,-2.5542908
"497","Neuromuscular","Difficult
(4th quartile)",TRUE,FALSE,14,767966,1342,68.34661,5.478894
"498","Neuromuscular","Easy
(1st quartile)",TRUE,TRUE,9,660036,631,45.883934,24.399769
"499","Neuromuscular","Advanced
(3rd quartile)",FALSE,TRUE,14,194969,348,62.526634,35.53656
"500","Neuro-Ophthalmology","Advanced
(3rd quartile)",TRUE,TRUE,23,338999,476,68.10514,32.284977
"501","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,5,756088,147,42.230312,10.940805
"502","Neuro-Ophthalmology","Difficult
(4th quartile)",FALSE,TRUE,9,597037,101,50.13667,45.115845
"503","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,9,168996,153,22.163288,30.663782
"504","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,10,87001,380,36.218395,10.952462
"505","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,434074,679,1.6800816,-18.578901
"506","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,5,481018,82,-53.603188,65.58454
"507","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,15,738971,89,33.657837,20.824377
"508","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,6,656040,56,32.860786,22.349434
"509","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,8,500092,343,37.04403,-48.4088
"510","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,10,614000,94,50.131107,45.12449
"511","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,11,627022,361,26.439627,14.243786
"512","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,12,859966,75,-51.43131,64.38037
"513","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,24,76034,917,13.661461,13.130284
"514","Neuro-Ophthalmology","Intermediate
(2nd quartile)",FALSE,TRUE,16,568968,59,-44.01091,48.831104
"515","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,7,962000,89,-48.006657,42.54435
"516","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,175419,569,-16.916246,-7.8988414
"517","Neuro-Ophthalmology","Advanced
(3rd quartile)",TRUE,TRUE,9,114002,467,42.073612,10.013497
"518","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,7,956047,496,40.04946,8.323517
"519","Neuro-Ophthalmology","Advanced
(3rd quartile)",TRUE,TRUE,7,198990,79,42.46562,12.409045
"520","Neuro-Ophthalmology","Intermediate
(2nd quartile)",FALSE,FALSE,11,936000,392,32.329212,5.9459424
"521","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,7,321005,449,42.368706,7.5589285
"522","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,9,460024,77,-48.695385,41.245586
"523","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,5,609970,80,10.968689,37.254272
"524","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,11,542027,213,30.380136,15.327327
"525","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,14,45999,79,-41.682724,47.674637
"526","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,FALSE,5,37971,28,-20.854536,60.35168
"527","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,5,884002,57,-26.535944,18.000336
"528","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,10,880028,1094,48.163383,-11.00376
"529","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,7,602969,301,73.02929,-22.28661
"530","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,10,266044,395,31.790386,3.620006
"531","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,8,649953,353,35.80898,14.645011
"532","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,9,961032,311,31.73882,16.946987
"533","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,11,736004,571,37.996334,8.440956
"534","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,13,244997,59,-48.94567,44.102108
"535","Neuro-Ophthalmology","Difficult
(4th quartile)",FALSE,TRUE,13,904015,76,-49.36067,42.67739
"536","Neuro-Ophthalmology","Intermediate
(2nd quartile)",FALSE,FALSE,8,133969,393,-3.7866588,-12.519432
"537","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,40,103008,199,12.616726,17.999264
"538","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,FALSE,9,275000,240,-23.384846,-32.79125
"539","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,TRUE,8,41000,220,38.58293,13.218816
"540","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,7,960972,36,-20.885353,60.292305
"541","Neuro-Ophthalmology","Difficult
(4th quartile)",FALSE,FALSE,11,511996,673,60.25885,-24.705126
"542","Neuro-Ophthalmology","Difficult
(4th quartile)",TRUE,TRUE,6,42000,120,36.069714,20.212143
"543","Neuro-Ophthalmology","Difficult
(4th quartile)",FALSE,FALSE,9,443000,290,33.731236,12.751644
"544","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,6,913033,142,36.11688,20.163994
"545","Neuro-Ophthalmology","Difficult
(4th quartile)",FALSE,TRUE,6,78003,76,-49.36909,42.665314
"546","Neuro-Ophthalmology","Intermediate
(2nd quartile)",TRUE,TRUE,7,239001,69,42.51407,22.34156
"547","Neuro-Ophthalmology","Easy
(1st quartile)",TRUE,TRUE,7,644011,447,35.59571,14.968137
"548","Neuro-Ophthalmology","Intermediate
(2nd quartile)",FALSE,TRUE,6,321985,74,-32.18732,44.738094
"549","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,10,651645,986,-8.334843,-15.263756
"550","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,709998,623,-4.2315626,-43.06098
"551","Neuro-Ophthalmology","Advanced
(3rd quartile)",FALSE,FALSE,16,253010,519,31.843935,12.495907
"552","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,28,587208,323,66.445244,-33.888607
"553","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,8,606038,311,32.019955,16.49772
"554","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,8,297039,385,69.18018,-33.472935
"555","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,8,352003,83,-47.31191,49.909138
"556","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,8,466329,304,60.163982,-28.801186
"557","Neuro-Otology","Advanced
(3rd quartile)",FALSE,FALSE,8,888611,528,63.495422,-32.44933
"558","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,6,591690,205,76.016914,-24.789097
"559","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,6,905468,205,76.01691,-24.788979
"560","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,13,481387,538,56.45381,-10.230172
"561","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,935005,299,-19.662466,-40.254997
"562","Neuro-Otology","Advanced
(3rd quartile)",TRUE,TRUE,7,478023,335,69.68577,-20.49187
"563","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,12,879571,1143,5.0133796,17.567762
"564","Neuro-Otology","Easy
(1st quartile)",FALSE,TRUE,12,618341,394,62.279453,-30.334099
"565","Neuro-Otology","Easy
(1st quartile)",FALSE,TRUE,23,862680,641,56.389065,-10.099567
"566","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,6,890413,79,-51.96333,47.279484
"567","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,26,139557,1435,60.698505,25.927963
"568","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,8,958733,479,68.18812,-29.52527
"569","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,7,94817,338,69.187965,-31.529087
"570","Neuro-Otology","Easy
(1st quartile)",TRUE,TRUE,12,310901,267,69.26327,-33.343296
"571","Neuro-Otology","Easy
(1st quartile)",TRUE,TRUE,18,403054,931,63.85076,-30.413929
"572","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,76995,98,-77.58313,52.77226
"573","Neuro-Otology","Easy
(1st quartile)",TRUE,TRUE,12,289099,452,68.74817,-20.752853
"574","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,16,542328,163,65.94385,-30.072401
"575","Neuro-Otology","Intermediate
(2nd quartile)",FALSE,TRUE,8,531166,278,67.1203,-19.278965
"576","Neuro-Otology","Advanced
(3rd quartile)",TRUE,FALSE,9,526852,78,-50.236107,59.139347
"577","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,33,236885,1004,66.83534,-31.735876
"578","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,13,439344,409,69.908936,-22.858343
"579","Neuro-Otology","Advanced
(3rd quartile)",FALSE,FALSE,9,266369,436,68.370056,-29.210825
"580","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,11,408246,199,58.96135,-31.62406
"581","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,8,479231,78,-49.195103,59.229156
"582","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,13,848892,496,63.901676,-32.968693
"583","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,13,138000,91,-73.99013,46.990826
"584","Neuro-Otology","Intermediate
(2nd quartile)",FALSE,TRUE,10,551238,89,68.0046,-21.754566
"585","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,7,64634,572,58.28844,-31.025244
"586","Neuro-Otology","Difficult
(4th quartile)",FALSE,TRUE,6,365967,97,-48.146564,60.434406
"587","Neuro-Otology","Difficult
(4th quartile)",TRUE,TRUE,7,685361,63,-51.238735,45.795753
"588","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,7,44454,68,-64.21188,52.29646
"589","Neuro-Otology","Advanced
(3rd quartile)",FALSE,TRUE,45,366758,372,68.272736,-19.400784
"590","Neuro-Otology","Intermediate
(2nd quartile)",FALSE,FALSE,5,166746,329,72.54703,-22.030302
"591","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,6,383736,622,73.062096,-27.822296
"592","Neuro-Otology","Difficult
(4th quartile)",FALSE,TRUE,8,553184,111,-75.955,45.49283
"593","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,10,701202,83,-20.78467,33.42734
"594","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,6,658000,470,-4.622706,32.737404
"595","Neuro-Otology","Intermediate
(2nd quartile)",TRUE,TRUE,14,795020,595,70.99285,-20.781881
"596","Neuro-Otology","Difficult
(4th quartile)",FALSE,FALSE,9,81442,343,61.4833,-25.821808
"597","Neuro-Otology","Advanced
(3rd quartile)",TRUE,TRUE,5,567334,113,-56.60999,57.639473
"598","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,15,70052,1002,-8.645723,-44.05554
"599","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",FALSE,TRUE,10,678629,1630,39.29844,6.380432
"600","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,10,245206,1155,-14.68797,-44.051632
"601","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,8,179655,1047,32.034767,33.28572
"602","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,14,128219,335,-8.938285,-4.0494018
"603","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,14,803525,1119,36.132217,-54.754784
"604","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,5,816863,192,27.016562,-15.256339
"605","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,626004,67,-32.853195,7.969844
"606","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,6,755428,231,-16.226164,11.271579
"607","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,13,812397,913,68.216415,17.1872
"608","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,9,417938,1078,-13.817035,-43.53059
"609","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,7,360673,166,79.9519,1.5016867
"610","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,17,500219,544,26.75063,-60.10234
"611","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,8,871423,734,1.2136503,-45.937603
"612","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,TRUE,7,472018,166,79.95218,1.5008373
"613","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,FALSE,19,71149,1396,38.409946,3.8601885
"614","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,8,626967,1455,5.5382175,27.550346
"615","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,7,749122,133,-2.272617,-46.99543
"616","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,366997,299,-18.95629,-7.1812496
"617","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,5,881160,515,-7.530309,-49.09833
"618","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,7,304797,397,8.514292,28.487871
"619","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,11,339051,380,65.27774,31.32657
"620","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,5,891642,117,-37.560047,17.650528
"621","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,8,639942,397,20.192766,-36.775665
"622","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,12,392213,1153,40.284027,6.062667
"623","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,13,189730,319,13.252423,31.23762
"624","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,13,613799,299,13.35249,31.158613
"625","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,10,884274,138,8.265673,-0.5818743
"626","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,9,369008,138,8.265329,-0.5810635
"627","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,310000,87,-31.232002,26.416471
"628","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,17,254014,423,-11.316185,-45.41595
"629","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,9,991241,42,-13.995697,26.823742
"630","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,27,452909,316,15.588687,33.867313
"631","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,8,119727,316,15.588687,33.867657
"632","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,10,702992,1034,25.109163,7.658094
"633","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,8,628168,386,1.7291058,44.704136
"634","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,7,551437,815,65.30593,13.965932
"635","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,9,495752,509,7.156246,30.273628
"636","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,11,411429,527,53.37328,34.365063
"637","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,64039,90,-67.26118,45.595833
"638","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,13,514875,527,53.373154,34.36455
"639","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,7,703689,1204,-13.653315,-43.701626
"640","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,26,385011,828,38.601433,-46.872944
"641","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,TRUE,7,795990,633,-12.882165,-46.051647
"642","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,TRUE,9,639860,633,-12.882165,-46.051662
"643","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,16,344475,1140,71.85814,-20.210415
"644","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,FALSE,10,87222,627,-10.738669,-45.222935
"645","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,8,344685,375,79.351616,20.36729
"646","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,12,289106,1129,74.5421,17.228094
"647","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,TRUE,8,508711,220,57.08769,29.727654
"648","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,282181,65,-46.93947,45.816692
"649","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,10,918647,703,-9.103733,-38.731747
"650","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,17,604224,587,7.6861057,32.30554
"651","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,9,357288,642,60.44359,15.477508
"652","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,10,257825,1600,20.50191,-38.997192
"653","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,10,51422,1139,12.399719,27.755312
"654","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,6,545525,788,2.3281832,45.46983
"655","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,13,902343,572,60.28657,17.986412
"656","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",FALSE,TRUE,17,154944,1035,5.8638377,-29.975843
"657","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,8,806731,542,21.597809,33.001022
"658","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,24,696449,415,43.37619,22.661797
"659","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,15,210876,92,-48.134403,50.866722
"660","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,8,273001,322,-29.120972,-22.17522
"661","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,FALSE,20,230565,903,-2.5682154,-6.6982946
"662","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,12,629562,770,21.32967,-17.300472
"663","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",FALSE,TRUE,11,130327,464,26.835838,-47.717342
"664","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,11,260193,594,-4.193701,32.726837
"665","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,14,905440,904,-12.070961,-40.682163
"666","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,8,271592,616,13.880671,-47.002903
"667","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,11,922786,350,5.356763,32.181885
"668","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,14,653149,409,45.878014,-33.64102
"669","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",FALSE,FALSE,8,292760,775,59.896236,15.230495
"670","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,19,162982,621,-7.8687806,-42.7184
"671","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,40,790105,244,44.729084,-21.23871
"672","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,9,455947,770,-2.9202259,-49.741657
"673","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,8,649855,36,-13.994946,26.687954
"674","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,10,578753,834,51.533485,18.85506
"675","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,10,782349,589,8.190748,28.581852
"676","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,10,279697,311,3.8767374,37.608887
"677","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,8,618173,1492,-11.688415,-36.14324
"678","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,11,234087,766,-8.230654,-42.74364
"679","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,6,872067,834,44.49674,-1.7749321
"680","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,14,526777,749,57.15509,-23.505081
"681","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,FALSE,10,876390,504,57.097794,29.743273
"682","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,13,699002,82,-46.147736,-53.588947
"683","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,14,184053,1146,45.66875,-31.02304
"684","Neurotoxicology, Nutrition, Metabolic","Easy
(1st quartile)",TRUE,TRUE,23,516315,792,31.956333,-6.3877125
"685","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",TRUE,TRUE,8,468131,942,64.01268,14.3841305
"686","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",FALSE,TRUE,19,378519,383,10.265035,34.299095
"687","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,10,168869,600,6.6555285,36.26593
"688","Neurotoxicology, Nutrition, Metabolic","Difficult
(4th quartile)",TRUE,TRUE,11,535593,411,8.875547,23.891088
"689","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",FALSE,TRUE,10,183125,91,-46.04331,22.984915
"690","Neurotoxicology, Nutrition, Metabolic","Intermediate
(2nd quartile)",TRUE,TRUE,10,247430,828,66.60094,32.050064
"691","Neurotoxicology, Nutrition, Metabolic","Advanced
(3rd quartile)",FALSE,TRUE,6,686423,350,21.367619,-32.32522
